" Product Code"," Product Description","HS 1988/92 Product Code","HS 1988/92 Product Description"
"230330","Brewing or distilling dregs and waste; whether or not in the form of pellets","230330","Brewing or distilling dregs and waste"
"230400","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil","230400","Oil-cake and other solid residues, of soya-bean"
"230500","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil","230500","Oil-cake and other solid residues, of ground-nu"
"230610","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of cotton seed oils","230610","Oil-cake and other solid residues of cotton see"
"230620","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils","230620","Oil-cake and other solid residues of linseed"
"230630","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils","230630","Oil-cake and other solid residues of sunflower"
"230641","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seed oils","230640","Oil-cake and other solid residues of rape or co"
"230649","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)","230640","Oil-cake and other solid residues of rape or co"
"230650","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra seed oils","230650","Oil-cake and other solid residues of coconut or"
"230660","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils","230660","Oil-cake and other solid residues of palm nuts"
"230690","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306","230690","Oil-cake and residues, of other vegetable fats"
"230700","Wine lees; argol","230700","Wine lees; argol"
"230800","Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included","230890","Other vegetable materials, waste, residues, etc"
"230910","Dog or cat food; put up for retail sale, used in animal feeding","230910","Dog or cat food, put up for retail sale"
"230990","Dog or cat food; (not put up for retail sale), used in animal feeding","230990","Other preparations of a kind used in animal fee"
"240110","Tobacco, (not stemmed or stripped)","240110","Tobacco, not stemmed/stripped"
"240120","Tobacco; partly or wholly stemmed or stripped","240120","Tobacco, partly or wholly stemmed/stripped"
"240130","Tobacco refuse","240130","Tobacco refuse"
"240210","Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto","240210","Cigars, cheroots and cigarillos containing toba"
"240220","Cigarettes; containing tobacco","240220","Cigarettes containing tobacco"
"240290","Cigars, cigarillos and cheroots; containing tobacco substitutes including the weight of every band, wrapper or attachment thereto","240290","Cigars, cigarillos, cigarettes, etc, not contai"
"240311","Tobacco; smoking, water pipe tobacco as specified in Subheading Note 1 to this Chapter, whether or not containing tobacco substitutes in any proportion","240310","Smoking tobacco with or without tobacco substit"
"240319","Tobacco; smoking, other than water pipe tobacco, whether or not containing tobacco substitutes in any proportion","240310","Smoking tobacco with or without tobacco substit"
"240391","Tobacco; homogenised or reconstituted","240391","Homogenized or reconstituted tobacco"
"240399","Tobacco; other than homogenised or reconstituted or smoking","240399","Other manufactured tobacco, nes"
"250100","Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water","250100","Salt and pure sodium chloride; sea water"
"250200","Iron pyrites; unroasted","250200","Unroasted iron pyrites"
"250300","Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur","250310","Crude or unrefined sulphur"
"250410","Graphite; natural, in powder or in flakes","250410","Natural graphite in powder or in flakes"
"250490","Graphite; natural, in other forms, excluding powder or flakes","250490","Other natural graphite (excl. in powder or in f"
"250510","Sands; natural, silica and quartz sands, whether or not coloured","250510","Silica sands and quartz sands"
"250590","Sands; natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)","250590","Natural sands, (excl. metal-bearing sands of Ch"
"250610","Quartz; other than natural sands","250610","Quartz"
"250620","Quartzite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","250621","Crude or roughly trimmed quartzite"
"250700","Kaolin and other kaolinic clays; whether or not calcined","250700","Kaolin and other kaolinic clays, whether or not"
"250810","Clays (excluding expanded clays of heading no. 6806); bentonite, whether or not calcined","250810","Bentonite"
"250830","Clays (excluding expanded clays of heading no. 6806); fireclay, whether or not calcined","250830","Fire-clay"
"250840","Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined","250840","Other clays, nes"
"250850","Clays (excluding expanded clays of heading no. 6806); andalusite, kyanite and sillimanite, whether or not calcined","250850","Andalusite, kyanite and sillimanite"
"250860","Clays (excluding expanded clays of heading no. 6806); mullite","250860","Mullite"
"250870","Clays (excluding expanded clays of heading no. 6806); chamotte or dinas earths","250870","Chamotte or dinas earths"
"250900","Chalk","250900","Chalk"
"251010","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; unground","251010","Unground natural calcium phosphates, aluminium"
"251020","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground","251020","Ground natural calcium phosphates, aluminium ca"
"251110","Barium sulphate (barytes); natural","251110","Natural barium sulphate (barytes)"
"251120","Barium carbonate (witherite); natural, whether or not calcined, other than barium oxide of heading no. 2816","251120","Natural barium carbonate (whitherite)"
"251200","Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less","251200","Siliceous fossil meals (kieselguhr, tripolite,"
"251310","Pumice stone, whether or not heat treated","251311","Pumice stone, crude or in irregular pieces, (in"
"251320","Emery, natural corundum, natural garnet and other natural abrasives, whether or not heat-treated","251329","Emery... and other natural abrasives, nes"
"251400","Slate; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","251400","Slate, crude, roughly trimmed or merely cut"
"251511","Marble and travertine; having a specific gravity of 2.5 or more, crude or roughly trimmed by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","251511","Marble and travertine crude or roughly trimmed"
"251512","Marble and travertine; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape, having a specific gravity of 2.5 or more","251512","Marble and travertine merely cut into a square"
"251520","Ecaussine and other calcareous monumental or building stone; alabaster, having a specific gravity of 2.5 or more","251520","Ecaussine and other calcarcous building stone;"
"251611","Granite; crude or roughly trimmed","251611","Granite, crude or roughly trimmed"
"251612","Granite; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","251612","Granite, merely cut into a square or rectangula"
"251620","Sandstone;. whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape","251622","Sandstone, merely cut into a square or rectangu"
"251690","Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","251690","Porphyry, sylnite, etc, merely cut into a squar"
"251710","Pebbles, gravel, broken or crushed stone; of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated","251710","Pebbles, gravel, shingle and flint"
"251720","Macadam of slag, dross or similar industrial waste; whether or not incorporating the materials in item no. 2517.10","251720","Macadam of slag, dross or similar industrial wa"
"251730","Tarred macadam","251730","Tarred macadam"
"251741","Stones; of marble, in granules, chippings and powder, whether or not heat-treated","251741","Marble granules, chippings and powder"
"251749","Stones; of heading no. 2515 or 2516 (excluding marble), in granules, chippings and powder, whether or not heat-treated","251749","Granules, chippings and powder of stones (excl."
"251810","Dolomite, not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape","251810","Dolomite not calcined"
"251820","Dolomite, calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape","251820","Calcined dolomite"
"251830","Dolomite ramming mix","251830","Agglomerated dolomite (incl. tarred dolomite)"
"251910","Magnesium carbonate (magnesite); natural","251910","Natural magnesium carbonate (magnesite)"
"251990","Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)","251990","Magnesia and other magnesium oxide"
"252010","Gypsum; anhydrite","252010","Gypsum; anhydrite"
"252020","Plasters; (consisting of calcined gypsum or calcium sulphate), whether or not coloured, with or without small quantities of accelerators or retarders","252020","Plasters"
"252100","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","252100","Limestone flux; limestone and other calcareous"
"252210","Quicklime; excluding calcium oxide and hydroxide of heading no. 2825","252210","Quicklime"
"252220","Slaked lime; excluding calcium oxide and hydroxide of heading no. 2825","252220","Slaked lime"
"252230","Hydraulic lime; excluding calcium oxide and hydroxide of heading no. 2825","252230","Hydraulic lime"
"252310","Cement clinkers (whether or not coloured)","252310","Cement clinkers"
"252321","Cement; portland, white, whether or not artificially coloured","252321","White portland cement"
"252329","Cement; portland, other than white, whether or not artificially coloured","252329","Portland cement (excl. white)"
"252330","Cement; aluminous (ciment fondu), whether or not coloured or in the form of clinkers","252330","Aluminous cement"
"252390","Cement; hydraulic kinds n.e.c. in heading no. 2523","252390","Other hydraulic cements, etc"
"252410","Asbestos; crocidolite (blue asbestos)","252400","Asbestos"
"252490","Asbestos; other than crocidolite (blue asbestos)","252400","Asbestos"
"252510","Mica; crude and rifted into sheets or splittings","252510","Crude mica and mica rifted into sheets or split"
"252520","Mica; powder","252520","Mica powder"
"252530","Mica; waste","252530","Mica waste"
"252610","Steatite; natural, (not crushed or powdered), whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","252610","Natural steatite, talc, not crushed or powdered"
"252620","Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","252620","Natural steatite, talc, crushed or powdered"
"252800","Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight","252890","Natural borates (excl. sodium) and concentrates"
"252910","Feldspar","252910","Felspar"
"252921","Fluorspar; containing by weight 97% or less of calcium fluoride","252921","Fluorspar containing by weight <=97% of calcium"
"252922","Fluorspar; containing by weight more than 97% of calcium fluoride","252922","Fluorspar containing by weight >97% of calcium"
"252930","Leucite; nepheline and nepheline syenite","252930","Leucite nepheline and nepheline syenite"
"253010","Vermiculite, perlite and chlorites; unexpanded","253010","Vermiculite, perlite and chlorites (unexpanded)"
"253020","Kieserite, epsomite (natural magnesium sulphates)","253020","Kieserite, epsomite (natural magnesium sulphate"
"253090","Mineral substances; n.e.c. in chapter 25","253090","Other mineral substances, nes"
"260111","Iron ores and concentrates; non-agglomerated","260111","Non-agglomerated iron ores and concentrates"
"260112","Iron ores and concentrates; agglomerated (excluding roasted iron pyrites)","260112","Agglomerated iron ores and concentrates"
"260120","Iron pyrites; roasted","260120","Roasted iron pyrites"
"260200","Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight","260200","Manganese ores and concentrates, with a mangane"
"260300","Copper ores and concentrates","260300","Copper ores and concentrates"
"260400","Nickel ores and concentrates","260400","Nickel ores and concentrates"
"260500","Cobalt ores and concentrates","260500","Cobalt ores and concentrates"
"260600","Aluminium ores and concentrates","260600","Aluminium ores and concentrates"
"260700","Lead ores and concentrates","260700","Lead ores and concentrates"
"260800","Zinc ores and concentrates","260800","Zinc ores and concentrates"
"260900","Tin ores and concentrates","260900","Tin ores and concentrates"
"261000","Chromium ores and concentrates","261000","Chromium ores and concentrates"
"261100","Tungsten ores and concentrates","261100","Tungsten ores and concentrates"
"261210","Uranium ores and concentrates","261210","Uranium ores and concentrates"
"261220","Thorium ores and concentrates","261220","Thorium ores and concentrates"
"261310","Molybdenum ores and concentrates; roasted","261310","Roasted molybdenum ores and concentrates"
"261390","Molybdenum ores and concentrates; other than roasted","261390","Molybdenum ores and concentrates (excl. roasted"
"261400","Titanium ores and concentrates","261400","Titanium ores and concentrates"
"261510","Zirconium ores and concentrates","261510","Zirconium ores and concentrates"
"261590","Niobium, tantalum, vanadium ores and concentrates","261590","Niobium, tantalum and vanadium ores and concent"
"261610","Silver ores and concentrates","261610","Silver ores and concentrates"
"261690","Precious metal ores and concentrates; (excluding silver)","261690","Precious metal ores and concentrates (excl. sil"
"261710","Antimony ores and concentrates","261710","Antimony ores and concentrates"
"261790","Ores and concentrates n.e.c. in chapter 26; other than antimony","261790","Other ores and concentrates, nes"
"261800","Slag, granulated (slag sand); from the manufacture or iron or steel","261800","Granulated slag (slag sand) from the manufactur"
"261900","Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel","261900","Slag, dross, etc, from the manufacture of iron"
"262011","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter","262011","Hard zinc spelter"
"262019","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, other than hard zinc spelter","262019","Ash and residues containing mainly zinc (excl."
"262021","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; leaded gasoline sludges and leaded anti-knock compound sludges","262020","Ash and residues containing mainly lead"
"262029","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; excluding leaded gasoline sludges and leaded anti-knock compound sludges","262020","Ash and residues containing mainly lead"
"262030","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly copper","262030","Ash and residues containing mainly copper"
"262040","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly aluminium","262040","Ash and residues containing mainly aluminium"
"262060","Slag, ash and residues; (not from the manufacture of iron or steel), containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds","262090","Ash and residues containing other metals or met"
"262091","Slag, ash and residues; (not from the manufacture of iron or steel), containing antimony, beryllium, cadmium, chromium or their mixtures","262090","Ash and residues containing other metals or met"
"262099","Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly metals or their compounds, n.e.c. in heading no. 2620","262090","Ash and residues containing other metals or met"
"262110","Slag and ash; ash and residues from the incineration of municipal waste","262100","Other slag and ash, including seaweed ash (kelp"
"262190","Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste","262100","Other slag and ash, including seaweed ash (kelp"
"270111","Coal; anthracite, whether or not pulverised, but not agglomerated","270111","Anthracite, not agglomerated"
"270112","Coal; bituminous, whether or not pulverised, but not agglomerated","270112","Bituminous coal, not agglomerated"
"270119","Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated","270119","Other coal, not agglomerated, nes"
"270120","Briquettes, ovoids and similar solid fuels; manufactured from coal","270120","Briquettes, ovoids and similar solid fuels manu"
"270210","Lignite; whether or not pulverised, but not agglomerated, excluding jet","270210","Lignite, not agglomerated"
"270220","Lignite; agglomerated, excluding jet","270220","Agglomerated lignite"
"270300","Peat; (including peat litter), whether or not agglomerated","270300","Peat (incl. peat litter)"
"270400","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","270400","Coke and semi-coke of coal, of lignite or of pe"
"270500","Gases; coal, water, producer and similar gases (excluding petroleum and other gaseous hydrocarbons)","270500","Coal gas, water gas, producer gas and similar g"
"270600","Tar; distilled from coal, lignite or peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars","270600","Tar distilled from coal, lignite or peat, and o"
"270710","Oils and products of the distillation of high temperature coal tar; benzol (benzene)","270710","Benzole"
"270720","Oils and products of the distillation of high temperature coal tar; toluol (toluene)","270720","Toluole"
"270730","Oils and products of the distillation of high temperature coal tar; xylol (xylenes)","270730","Xylole"
"270740","Oils and products of the distillation of high temperature coal tar; naphthalene","270740","Naphthalene"
"270750","Aromatic hydrocarbon mixtures; n.e.c. in heading no. 2707, of which 65% or more by volume (including losses) distils at 250 degrees Celsius by the ISO 3405 method (equivalent to the ASTM D 86 method)","270750","Aromatic hydrocarbon mixtures which >=65% disti"
"270791","Oils and other products of the distillation of high temperature coal tar; creosote oils","270791","Creosote oils"
"270799","Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707","270799","Other oils and oil products, nes"
"270810","Pitch; obtained from coal tar or from other mineral tars","270810","Pitch obtained from coal tar or from other mine"
"270820","Pitch coke; obtained from coal tar or from other mineral tars","270820","Pitch coke obtained from coal tar or from other"
"270900","Oils; petroleum oils and oils obtained from bituminous minerals, crude","270900","Petroleum oils and oils obtained from bituminou"
"271012","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations","271000","Petroleum oils, etc, (excl. crude); preparation"
"271019","Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations","271000","Petroleum oils, etc, (excl. crude); preparation"
"271020","Petroleum oils and oils from bituminous minerals, containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals","271000","Petroleum oils, etc, (excl. crude); preparation"
"271091","Waste Oils; of petroleum or obtained from bituminous minerals, not crude; and preparations n.e.c., weight 70% or preparations of the same, containing polychlorinated biphenyls (PCBs), polychorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)","271000","Petroleum oils, etc, (excl. crude); preparation"
"271099","Waste Oils; of petroleum or obtained from bituminous minerals, not crude and preparations n.e.c., weight 70% or preparations of the same, not containing polychlorinated biphenyls (PCBs), polychorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)","271000","Petroleum oils, etc, (excl. crude); preparation"
"271111","Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas","271111","Natural gas, liquefied"
"271112","Petroleum gases and other gaseous hydrocarbons; liquefied, propane","271112","Propane, liquefied"
"271113","Petroleum gases and other gaseous hydrocarbons; liquefied, butanes","271113","Butanes, liquefied"
"271114","Petroleum gases and other gaseous hydrocarbons; liquefied, ethylene, propylene, butylene and butadiene","271114","Ethylene, propylene, butylene and butadiene, li"
"271119","Petroleum gases and other gaseous hydrocarbons; liquefied, n.e.c. in heading no. 2711","271119","Petroleum gases and other gaseous hydrocarbons,"
"271121","Petroleum gases and other gaseous hydrocarbons; in gaseous state, natural gas","271121","Natural gas in gaseous state"
"271129","Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas","271129","Petroleum gases and other gaseous hydrocarbons"
"271210","Petroleum jelly","271210","Petroleum jelly"
"271220","Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured","271220","Paraffin wax, containing <0.75% oil"
"271290","Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured","271290","Other paraffin wax... and similar products, nes"
"271311","Petroleum coke; (not calcined), obtained from bituminous minerals","271311","Petroleum coke, not calcined"
"271312","Petroleum coke; calcined, obtained from bituminous minerals","271312","Calcined petroleum coke"
"271320","Petroleum bitumen; obtained from bituminous minerals","271320","Petroleum bitumen"
"271390","Residues; of petroleum oils or of oils obtained from bituminous minerals","271390","Other residues of petroleum oils , etc"
"271410","Bituminous or oil shale and tar sands","271410","Bituminous or oil shale and tar sands"
"271490","Bitumen and asphalt, natural; asphaltites and asphaltic rock","271490","Bitumen and asphalt; natural asphaltites and as"
"271500","Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bituminous mastics, cut-backs)","271500","Bituminous mixtures based on natural asphalt, b"
"271600","Electrical energy","271600","Electrical energy"
"280110","Chlorine","280110","Chlorine"
"280120","Iodine","280120","Iodine"
"280130","Fluorine; bromine","280130","Fluorine; bromine"
"280200","Sulphur; sublimed or precipitated, colloidal sulphur","280200","Sulphur, sublimed or precipitated; colloidal su"
"280300","Carbon; carbon blacks and other forms of carbon n.e.c.","280300","Carbon (carbon blacks and other forms of carbon"
"280410","Hydrogen","280410","Hydrogen"
"280421","Gases, rare; argon","280421","Argon"
"280429","Gases, rare; other than argon","280429","Rare gases (excl. argon)"
"280430","Nitrogen","280430","Nitrogen"
"280440","Oxygen","280440","Oxygen"
"280450","Boron; tellurium","280450","Boron; tellurium"
"280461","Silicon; containing by weight not less than 99.99% of silicon","280461","Silicon containing by weight >=99.99% silicon"
"280469","Silicon; containing by weight less than 99.99% of silicon","280469","Silicon containing by weight <99.99% silicon"
"280470","Phosphorus","280470","Phosphorus"
"280480","Arsenic","280480","Arsenic"
"280490","Selenium","280490","Selenium"
"280511","Alkali or alkali-earth metals; sodium","280511","Sodium"
"280512","Alkali or alkali-earth metals; calcium","280521","Calcium"
"280519","Alkali or alkali-earth metals; other than sodium and calcium","280519","Alkali metals (excl. sodium)"
"280530","Earth-metals, rare; scandium and yttrium, whether or not intermixed or interalloyed","280530","Rare-earth metals, scandium and yttrium"
"280540","Mercury","280540","Mercury"
"280610","Hydrogen chloride (hydrochloric acid)","280610","Hydrogen chloride (hydrochloric acid)"
"280620","Chlorosulphuric acid","280620","Chlorosulphuric acid"
"280700","Sulphuric acid; oleum","280700","Sulphuric acid; oleum"
"280800","Nitric acid; sulphonitric acids","280800","Nitric acid; sulphonitric acids"
"280910","Diphosphorus pentoxide","280910","Diphosphorus pentaoxide"
"280920","Phosphoric acid and polyphosphoric acids","280920","Phosphoric acid and polyphosphoric acids"
"281000","Oxides of boron; boric acids","281000","Oxides of boron; boric acids"
"281111","Hydrogen fluoride (hydrofluoric acid)","281111","Hydrogen fluoride (hydrofluoric acid)"
"281112","Hydrogen cyanide (hydrocyanic acid)","281119","Other inorganic acids, nes"
"281119","Inorganic acids; other than hydrogen fluoride","281119","Other inorganic acids, nes"
"281121","Carbon dioxide","281121","Carbon dioxide"
"281122","Silicon dioxide","281122","Silicon dioxide"
"281129","Inorganic oxygen compounds; of non-metals, n.e.c. in item no. 2811.2","281129","Other inorganic oxygen compounds of non-metals,"
"281211","Carbonyl dichloride (phosgene)","281210","Chlorides and chlorides oxides of non-metals"
"281212","Phosphorus oxychloride","281210","Chlorides and chlorides oxides of non-metals"
"281213","Phosphorus trichloride","281210","Chlorides and chlorides oxides of non-metals"
"281214","Phosphorus pentachloride","281210","Chlorides and chlorides oxides of non-metals"
"281215","Sulphur monochloride","281210","Chlorides and chlorides oxides of non-metals"
"281216","Sulphur dichloride","281210","Chlorides and chlorides oxides of non-metals"
"281217","Thionyl chloride","281210","Chlorides and chlorides oxides of non-metals"
"281219","Arsenic trichloride and other chlorides and chloride oxides, n.e.c. in item no. 2812","281210","Chlorides and chlorides oxides of non-metals"
"281290","Halides and halide oxides of non-metals; excluding chloride","281290","Halides and halide oxides of non-metals, nes"
"281310","Carbon disulphide","281310","Carbon disulphide"
"281390","Sulphides of non-metals, (excluding carbon); commercial phosphorus trisulphide","281390","Sulphides of non-metals (excl. carbon)commercia"
"281410","Ammonia; anhydrous","281410","Anhydrous ammonia"
"281420","Ammonia; in aqueous solution","281420","Ammonia in aqueous solution"
"281511","Sodium hydroxide (caustic soda); solid","281511","Sodium hydroxide (caustic soda), solid"
"281512","Sodium hydroxide (caustic soda); in aqueous solution (soda lye or liquid soda)","281512","Sodium hydroxide in aqueous solution (soda lye"
"281520","Potassium hydroxide (caustic potash)","281520","Potassium hydroxide (caustic potash)"
"281530","Peroxides of sodium or potassium","281530","Peroxides of sodium or potassium"
"281610","Hydroxide and peroxide of magnesium","281610","Hydroxide and peroxide of magnesium"
"281640","Oxides, hydroxides and peroxides, of strontium or barium","281630","Oxide, hydroxide and peroxide of barium"
"281700","Zinc; oxide and peroxide","281700","Zinc oxide; zinc peroxide"
"281810","Aluminium oxide; artificial corundum","281810","Artificial corundum, whether or not chemically"
"281820","Aluminium oxide; other than artificial corundum","281820","Aluminium oxide, other than artificial corundum"
"281830","Aluminium hydroxide","281830","Aluminium hydroxide"
"281910","Chromium trioxide","281910","Chromium trioxide"
"281990","Chromium oxides and hydroxides; excluding chromium trioxide","281990","Chromium oxides and hydroxides (excl. chromium"
"282010","Manganese dioxide","282010","Manganese dioxide"
"282090","Manganese oxides; excluding manganese dioxide","282090","Manganese oxides (excl. manganese dioxide)"
"282110","Iron oxides and hydroxides","282110","Iron oxides and hydroxides"
"282120","Earth colours; containing 70% or more by weight of combined iron evaluated as Fe2o3","282120","Earth colours containing >=70% iron(III)oxide"
"282200","Cobalt oxides and hydroxides; commercial cobalt oxides","282200","Cobalt oxides and hydroxides; commercial cobalt"
"282300","Titanium oxides","282300","Titanium oxides"
"282410","Lead; lead monoxide (litharge, massicot)","282410","Lead monoxide (litharge, massicot)"
"282490","Lead oxides; n.e.c. in heading no. 2824","282490","Lead oxides, nes"
"282510","Hydrazine and hydroxylamine and their inorganic salts","282510","Hydrazine and hydroxylamine and their inorganic"
"282520","Lithium oxide and hydroxide","282520","Lithium oxide and hydroxide"
"282530","Vanadium oxides and hydroxides","282530","Vanadium oxides and hydroxides"
"282540","Nickel oxides and hydroxides","282540","Nickel oxides and hydroxides"
"282550","Copper oxides and hydroxides","282550","Copper oxides and hydroxides"
"282560","Germanium oxides and zirconium dioxide","282560","Germanium oxides and zirconium dioxides"
"282570","Molybdenum oxides and hydroxides","282570","Molybdenum oxides and hydroxides"
"282580","Antimony oxides","282580","Antimony oxides"
"282590","Inorganic bases, metal oxides, hydroxides and peroxides; n.e.c. in heading no. 2825","282590","Other inorganic bases; other metal oxides, hydr"
"282612","Fluorides; of aluminium","282612","Fluorides of aluminium"
"282619","Fluorides; other than of aluminium","282619","Fluorides, nes"
"282630","Sodium hexafluoroaluminate (synthetic cryolite)","282630","Sodium hexafloroaluminate (synthetic cryolite)"
"282690","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts, n.e.c. in heading no. 2826","282690","Fluoroaluminates and other complex fluorine sal"
"282710","Chlorides; of ammonium","282710","Ammonium chloride"
"282720","Chlorides; of calcium","282720","Calcium chloride"
"282731","Chlorides; of magnesium","282731","Magnesium chloride"
"282732","Chlorides; of aluminium","282732","Aluminium chloride"
"282735","Chlorides; of nickel","282735","Nickel chloride"
"282739","Chlorides; other than of ammonium, calcium, magnesium, aluminium and nickel","282739","Chlorides, nes"
"282741","Chloride oxides and chloride hydroxides; of copper","282741","Chloride oxides and chloride hydroxides of copp"
"282749","Chloride oxides and chloride hydroxides; other than of copper","282749","Chloride oxides and chloride hydroxides (excl."
"282751","Bromides; of sodium or of potassium","282751","Bromides of sodium or of potassium"
"282759","Bromides and bromide oxides; other than item no. 2827.51","282759","Bromides and bromide oxides (excl. of sodium an"
"282760","Iodides and iodide oxides","282760","Iodides and iodide oxides"
"282810","Hypochlorites; commercial calcium hypochlorite and other calcium hypochlorites","282810","Commercial calcium hypochlorite and other calci"
"282890","Hypochlorites; n.e.c. in heading no. 2828","282890","Hypochlorites (excl. of calcium) and chlorites;"
"282911","Chlorates; of sodium","282911","Chlorates of sodium"
"282919","Chlorates; other than sodium","282919","Chlorates (excl. of sodium)"
"282990","Perchlorates; bromates and perbromates; iodates and periodates","282990","Perchlorates; bromates and perbromates; iodates"
"283010","Sulphides; of sodium, whether or not chemically defined","283010","Sodium sulphides"
"283090","Sulphides and polysulphides; whether or not chemically defined, other than sulphides of sodium","283090","Other sulphides and polysulphides"
"283110","Dithionites and sulphoxylates; of sodium","283110","Dithionites and sulphoxylates of sodium"
"283190","Dithionites and sulphoxylates; other than sodium","283190","Dithionites and sulphoxylates (excl. of sodium)"
"283210","Sulphites; of sodium","283210","Sodium sulphites"
"283220","Sulphites; other than of sodium","283220","Sulphites (excl. sodium)"
"283230","Thiosulphates","283230","Thiosulphates"
"283311","Sodium sulphates; disodium sulphate","283311","Disodium sulphate"
